[1,i]	om namaḥ vīttarāgāya 
[194,iii_195,i]	dharmiṇaḥ asiddhau api asiddha tvam udāharati yathā iti sarvasmin gataḥ sthitaḥ sarva gataḥ vyāpi iti yāvat vyāpitvaḥ ātmanaḥ sādhye sarvatra upalabhyamāna guṇa tvam liṅgam sarvatra deśaḥ upalabhyamānāḥ sukha duḥkha icchā dveṣa ādayaḥ guṇāḥ yasya ātmanaḥ tasya bhāvaḥ tattvam na guṇāḥ guṇinam antareṇa varttante guṇānām guṇini samavāyāt niṣkriyaḥ ca ātmā tatas ca yadi vyāpī na bhavet katham dākṣiṇāpathaḥ upalabdhāḥ sukha ādayaḥ madhyadeśaḥ upalabhyeran tasmāt sarva gataḥ ātmā tat iha bauddhasya ātmā eva na siddhaḥ kim uta sarvatra upalabhyamāna guṇa tvam sidhyet tasya iti asiddhau hetvābhāsaḥ pūrvam āśrayaṇa saṃdehena dharmiṇi saṃdehaḥ uktaḥ saṃprati tu asiddhaḥ dharmī uktaḥ iti ananayoḥ viśeṣaḥ tat evam ekasya rūpasya dharmi sambaddhasya asiddha a asiddhaḥ hetvābhāsaḥ 
[195,ii_195,iv]	tathā aparasya ekasya rūpasya asapakṣe asattva ākhyasya asiddhau anaikāntikaḥ hetvābhāsaḥ ekaḥ antaḥ ekāntaḥ niścayaḥ sa prayojanam asya iti aikāntikaḥ na aikāntikaḥ anaikāntikaḥ yasmāt na sādhyasya na viparyayasya niścayaḥ api tu tad viparītaḥ saṃśayaḥ sādhya itarayoḥ saṃśaya hetuḥ anaikāntikaḥ uktaḥ 
[196,i_196,ii]	tam udāharati yathā ityādinā anitya tvam ādiḥ yasyā asau anitya tva ādikaḥ dharmaḥ ādi śabdāt aprayatna ānantarīyaka tvam prayatna ānantarīyaka tvam nitya tvam ca parigṛhyate prameya tvam ādiḥ yasya sa prameya tva ādikaḥ ādi śabdāt anitya tvam punar anitya tvam amūrtta tvam ca gṛhyate śabdasya dharmiṇaḥ anitya tva ādike dharme sādhye prameya tva ādikaḥ dharmaḥ anaikāntikaḥ caturṇām api hi vipakṣe asattvam asiddham 
[196,iii_196,v]	tathā hi anityaḥ śabdaḥ prameya tvāt ghaṭa vat ākāśa vat iti prameya tvam sa pakṣa vipakṣa vyāpi aprayatna ānantarīyakaḥ śabdaḥ anitya tvāt vidyut ākāśa vat ghaṭa vat ca iti anitya tvam sa pakṣa eka deśa vṛtti vidyut ādau asti na ākāśa ādau vipakṣavyāpi prayatna ānantarīyake sarvatra bhāvāt anitya tvāt prayatna ānantarīyakaḥ śabdaḥ ghaṭa vat vidyut ākāśa vat ca iti anitya tvam vipakṣa eka deśa vṛtti vidyut ādau asti na ākāśa ādau sa pakṣa vyāpi sarvatra prayatna ānantarīyake bhāvāt 
[196,vi_197,i]	nityaḥ śabdaḥ amūrtta tvāt ākāśa paramāṇu vat karma ghaṭa vat ca iti amūrta tvam ubhaya eka deśa vṛtti ubhayoḥ eka deśaḥ ākāśe karmaṇi ca vartate paramāṇau tu sa pakṣa eka deśe ghaṭa ādau ca vipakṣa eka deśe na varttate mūrtta tvāt ghaṭa paramāṇu prabhṛtīnām nityāḥ tu paramāṇavaḥ vaiśeṣikaiḥ abhyupagamyante tatas sa pakṣa antargatāḥ asya caturvidhasya pakṣa dharmasya asattvam asiddham vipakṣe tatas anaikāntika tā 
[197,ii_197,iii]	yathā ca asya rūpasya asiddhau anaikāntikaḥ tathā asya eva vipakṣe asattva ākhyasya rūpasya saṃdehe anaikāntikaḥ 
[197,iv_197,vi]	tam udāharati yathā iti asarvajñaḥ iti asarvajña tvam sādhyam kaścid vivakṣitaḥ iti vaktuḥ abhipretaḥ puruṣaḥ dharmīm rāgāḥ ādiḥ yasya dveṣa ādeḥ sa rāga ādiḥ sa yasya asti sa rāga ādimān iti dvitīyam sādhyam vāgrahaṇam rāga ādimattvasya pṛthak sādhya tva khyāpana artham tatas asarvajña tve rāga ādimattve vā sādhye prakṛte vaktṛ tvam vacana śaktiḥ tad ādiḥ yasya unmeṣa nimeṣa ādeḥ sa vaktṛ tva ādikaḥ dharmaḥ anaikāntikaḥ sandigdhā vipakṣāḥ vyāvṛttiḥ yasya sa tathā uktaḥ asarvajña tve sādhye sarvajña tvam vipakṣaḥ tatra vacana ādeḥ sattvam asat tvam vā sandigdham atas na jñāyate kim vaktā sarvajñaḥ uta asarvajñaḥ iti anaikāntikam vaktṛ tvam 
[197,vii_197,viii]	nanu ca sarvajñaḥ vaktā na upalabhyate tat katham vacanam sarvajñe sandigdham atas eva sarvajñaḥ vaktā na upalabhyate iti evamprakārasya evaṃjātīyasya anupalambhasya saṃdeha hetu tvāt kutas iti āha adṛśyaḥ ātmā viṣayaḥ yasya tasya bhāvaḥ adṛśya ātma viṣaya tvam tena sandeha hetu tvam yatas adṛśya viṣayaḥ anupalambhaḥ sandeha hetuḥ na niścaya hetuḥ tatas asarvajña vipakṣāt sarvajñāt vaktṛ tva ādeḥ vyāvṛttiḥ sandigdhā 
[198,i_198,iii]	na anupalambhāt sarvajñe vaktṛ tvam asat brūmaḥ api tu sarvaṃjña tvena saha vaktṛ tvasya virodhāt etat na sarvajña tva vaktṛ tvayoḥ virodhaḥ na asti virodha abhāvāt ca kāraṇāt vyatirekaḥ na sidhyati iti saṃbandhaḥ vyāptimantam vyatirekam darśayati yaḥ sarvajñaḥ iti sādhya abhāva rūpam sarvajña tvam anūdya sa vaktā na bhavati iti sādhanasya vaktṛ tvasya abhāvaḥ vidhīyate tena sādhya abhāvaḥ sādhana abhāve niyata tvāt sādhana abhāvena vyāptaḥ uktaḥ iti vyāptimān īdṛśaḥ vyatirekaḥ virodhe sati vaktṛ tva sarvajña tvayoḥ sidhyet na ca asti virodhaḥ tasmāt na sidhyati iti kutas iti āha saṃdehāt yatas virodha abhāvaḥ tasmāt saṃdehaḥ sandehāt vyatireka asiddhiḥ 
[198,iv_198,v]	katham virodha abhāvaḥ hi iti yasmāt dvividhaḥ eva virodhaḥ na anyaḥ tasmāt na vaktṛ tva sarvaṃjña tvayoḥ viṃrodhaḥ 
[198,vi_198,viii]	kaḥ punar asau dvividhaḥ virodhaḥ iti āha avikala kāraṇasya iti avikalāni samagrāṇi kāraṇāni yasya sa tathā uktaḥ yasya kāraṇa vaikalyāt abhāvaḥ na tasya kenacid api virodha gatiḥ tad artham avikala kāraṇa grahaṇam nanu ca yasya api kāraṇa sākalyam tasya api nivṛttiḥ aśakyā kenacid api karttum tat kutas virodha gatiḥ evam tarhi avikala kāraṇasya api yad kṛtāt kāraṇa vaikalyāt abhāvaḥ tena virodha gatiḥ 
[199,i]	tathā ca sati yaḥ yasya viruddhaḥ sa tasya kiñcitkaraḥ eva tathā hi śīta sparśasya janakaḥ bhūtvā śīta sparśa antara janana śaktim pratibadhnan śīta sparśasya nivarttakaḥ viruddhaḥ tasmāt hetu vaikalya kārī viruddhaḥ janakaḥ eka nivartti asya saha anavasthāna virodhaḥ ca ayam tatas viruddhayoḥ ekasmin api kṣaṇe saha avasthānam pariharttavyam dūra sthayoḥ virodha abhāvāt ca nikaṭa sthayoḥ eva nivartti a nivarttaka bhāvaḥ 
[199,ii_199,iii]	tasmāt yaḥ yasya nivarttakaḥ sa tam yadi param tṛtīye kṣaṇe nivarttayati prathame kṣaṇe sannipatan asamartha avasthā dhāna yogyaḥ bhavati dvitīye viruddham asamartham karoti tṛtīye tu asamarthe nivṛtte tad deśam ākrāmati tatra ālokaḥ gati dharmā krameṇa jala taraṅga nyāyena deśam ākrāman yadā andhakāra nirantaram ālokakṣaṇam janayati tadā aaloka samīpa varttinam andhakāram asamartham janayati tatas asāmarthyam taspa yasya samīpa vartti ālokaḥ asamarthe nivṛtte tad deśaḥ jāyate ālokaḥ iti evam krameṇā aalokena andhakāraḥ apaneyaḥ tathā uṣṇa sparśena śīta sparśaḥ nivarttanīyaḥ 
[200,i_200,ii]	yadā tu ālokaḥ tatra eva andhakāra deśe janyate tadā yatas kṣaṇāt andhakāra deśasya ālokasya janakaḥ kṣaṇaḥ utpadyate tatas eva andhakāraḥ andhakāra antara jananā samarthaḥ utpannaḥ tatas asamartha avasthā janaka tvam eva nivarttaka tvam atas ca yasmin kṣaṇe janakaḥ tatas tṛtīye kṣaṇe nivṛttaḥ viruddhaḥ yadi śīghram nivarttate 
[200,iii]	janya janaka bhāvat ca santānayoḥ virodhaḥ na kṣaṇayoḥ yadi api ca na santānaḥ nāma vastu tathā api santāninaḥ vastu bhūtāḥ tatas ayam parama arthaḥ na kṣaṇayoḥ virodhaḥ api tu bahūnām kṣaṇānām yatas satsu dahana kṣaṇeṣu pravṛttāḥ api śītakṣaṇāḥ nivṛtti dharmāṇaḥ bhavanti iti santānayoḥ nivartti anivarttaka tva nimitte ca virodhe sthite sarveṣām paramāṇūnām sati api eka deśa avasthāna abhāve na virodhaḥ itaretara santānā nivarttanāt teṣām gati dharmā ca ālokaḥ yām diśam ākrāmati tad digvarttinaḥ virodhi santānāt nivarttayati tatas apavaraka eka deśa sthā pradīpa prabhā andhakāra nikaṭa vartti vyapi na andhakāram nivarttayati andhakāra ākrāntāyām diśi āloka kṣaṇa antara janana asāmarthyāt kāraṇa asāmarthya hetu tva kṛtam santāna niṣṭham eva virodham darśayatā bhavataḥ iti kṛtam bhavataḥ prabandhena pravarttamānasya śīta sparśa santānasya abhāvaḥ anyasya uṣṇa santānasya bhāve sati iti 
[202,i]	ye tu āhuḥ na virodhaḥ vāstavaḥ iti te idam vaktavyāḥ yathā na niṣpanne kārye kaścid janyajanaka bhāvaḥ nāma dviṣṭhaḥ asti kāraṇa pūrvikā tu kāryaṃvṛttiḥ atas vāstavaḥ eva tadvat na nivṛtte vastuni kaścid dviṣṭhaḥ nāma virodhaḥ asti dahana nimittam tu śīta sparśasya kṣaṇa antara janana asāmarthyam atas virodhaḥ api vāstavaḥ eva 
[203,i_203,ii]	udāharaṇam āha śītaḥ ca uṣṇaḥ ca tau eva sparśau tayoḥ iva śīta uṣṇa sparśayoḥ him pūrvavat virodhaḥ yojanīyaḥ 
[203,iii_203,v]	dvitīyam api virodham darśayitum āha parasparasya parihāraḥ parityāgaḥ tena sthitam lakṣaṇam rūpam yayoḥ tad bhāvaḥ paraspara parihāra sthita lakṣaṇa tā tayā iha yasmin paricchidyamāne yat vyavacchidyate tat paricchidyamānam avacchidyamāna parihāreṇa sthita rūpam draṣṭavyam nīle ca paricchidyamāne tādrūpya pracyutiḥ avacchidyate tat avyavacchede nīla apariccheda prasaṅgāt tasmāt vastunaḥ bhāva abhāvau paraspara parihāreṇa sthita rūpau nīlāt tu yat anyat rūpam tat nīla abhāva avyabhicāri nīlasya dṛśyasya pīta ādau upalabhyamāne anupalambhāt abhāva niścayāt yathā ca nīlam svābhāvam pariharati tadvat abhāva avi abhicāri pīta ādikam api iti tathā ca bhāva abhāvayoḥ sākṣāt virodhaḥ vastunoḥ tu anyonya abhāva avyabhicāri tvāt virodhaḥ 
[204,i_205,i]	kasya ca anyatra abhāva avasāyaḥ yaḥ niyata ākāraḥ arthaḥ tasya na tu aniyata ākāraḥ kṣaṇika tva ādi vat kṣaṇika tvam hi sarveṣām nīla ādīnām sva rūpa ātmakam atas na niyata ākāram yatas kṣaṇika tva parihāreṇa na kiñcid dṛśyate yadi evam abhāvaḥ api na niyata ākāraḥ katham aniyata ākāraḥ nāma yāvatā vastu rūpa vivikta ākāraḥ kalpitaḥ abhāvaḥ tatas dṛṣṭam kalpitam vā niyatam rūpam anyatra asat iti avasīyate na aniyatam evam nitya tva piśāca ādiḥ api niyata ākāraḥ kalpitaḥ draṣṭavyaḥ eka ātma tva virodhaḥ ca ayam yayoḥ hi paraspara parihāreṇa avasthānam tayoḥ ekatva abhāvaḥ 
[206,i]	atas eva lākṣaṇikaḥ ayam virodhaḥ ucyate lakṣaṇam rūpam vastūnām prayojanam asya iti kṛtvā virodhena hi anena vastu tattvam vibhaktam vyavasthāpyate atas eva dṛśyamāne rūpe yat niṣidhyate tat dṛśyam eva abhyupagamya niṣidhyate tathā hi abhāvaḥ api piśācaḥ api yadā pīte niṣeddhum iṣyate tadā dṛśya ātma tayā niṣedhya iti dṛśya tvam abhyupagamya dṛśya anupalabdheḥ eva niṣedhaḥ tathā ca sati rūpe paricchidyamānaḥ ekasmin tad abhāvaḥ dṛśyaḥ vyavacchidyate yat ca tad abhāva vat niyata ākāram rūpam tat api dṛśyam vyavacchidyate tatas sva pracyuti vat pracyutimantaḥ api vyavacchinnāḥ iti ye paraspara parihāra sthita rūpāḥ sarve te anena niṣiddha ekatvāḥ iti sati api ca asmin virodhe saha avasthānam syāt api 
[207,i]	tatas bhinnavyāpārau virodhau ekena virodhena śīta uṣṇa sparśayoḥ ekatvam vāryate anyena saha avasthānam bhinna viṣayau ca sakale vastuni avastuni ca paraspara parihāra virodhaḥ vastuni eva katipaye saha anavasthāna virodhaḥ tasmāt bhinnavyā pārau bhinna viṣayau ca tatas na anayoḥ anyonya antarbhāvaḥ iti 
[207,ii_208,ii]	sa ca ayam dvividhaḥ api virodhaḥ vaktṛ tvam ca sarvajña tvam ca tayoḥ na sambhavati na hi avikala kāraṇasya sarvajña tvasya vaktṛ tva bhāvāt abhāva gatiḥ sarvajña tvam hi adṛśyam adṛṣṭasya ca abhāvaḥ na avasīyate tatas na anena virodha gatiḥ bhavati na ca vaktṛ tva parihāreṇa sarvajña tvam avasthitam kāṣṭha ādayaḥ hi vaktṛ tva parihṛtāḥ teṣām api sarvajña tva prasaṅgāt na api sarvajña tva parihāreṇa vaktṛ tvam kāṣṭha ādīnām api vaktṛ tva prasaṅgāt tatas eva avirodhāt vaktṛ tva vidheḥ na sarvajña tva niṣedhaḥ 
[208,iii_209,i]	syāt etat yadi na asti eva virodhaḥ ghaṭa paṭayoḥ iva syāt api tayoḥ saha avasthiti darśanam sahau avasthiti adarśanāt tu virodha gatiḥ virodhāt ca abhāva gatiḥ iti āśaṅkya āha na ca aviruddha vidheḥ iti anupalabdhau api na ayam viruddha vidhiḥ yadi api saha avasthāna anupalambhaḥ tathā api na tayoḥ virodhaḥ yasmāt na saha anupalambha mātrāt virodhaḥ api tu dvayoḥ upalabhyamānayoḥ niva rti anivartaka bhāva avasāyāt tasmāt anupalabdhau api na vaktṛ tvavidhe rviruddha vidhiḥ atas asmāt na anyasya abhāva gatiḥ 
[209,ii_209,iii]	tathā na vaktṛ tvāt rāga ādimattva gatiḥ yatas yadi vacana ādi rāga ādīnām kāryam syāt vacanāde rāga ādi gatiḥ syāt rāga ādi nivṛttau vacana ādi nivṛttiḥ syāt na ca kāryam kutas rāga ādīnām vacana ādeḥ ca kārya kāraṇa bhāvasyā asiddheḥ kāraṇāt na kāryam atas asmān na gatiḥ 
[209,iv_209,v]	mā bhūt rāga ādi kāryam vacanam sahacāri tu bhavati tatas rāga ādau sahacāriṇi nivṛtte nivarttaṃte vacanam iti āśaṅkya āha artha antarasya ca akāraṇasya nivṛttau sahacāri tva darśana mātreṇa na anyasya vacana ādeḥ nivṛttiḥ atas vaktṛ tvam bhavet rāga ādi virahaḥ ca 
[209,vi_210,i]	iti śabdaḥ tasmāt arthe tasmāt asarvajña tva viparyayāt vipakṣāt sarvajña tvāt rāga ādi mattva viparyaya āt arāga ādimattvāt sandigdhaḥ vyatirekaḥ vacana ādeḥ atas anaikāntikaḥ vacana ādiḥ 
[210,ii_210,iii]	evam ekaika rūpa ādi siddhi sandehe hetu doṣān ākhyāya dvayoḥ dvayaḥ rūpayoḥ asiddhi sandehe hetu doṣān vaktu kāmaḥ āha dvayoḥ iti dvayoḥ rūpayoḥ viparyaya siddhau sattyām viruddhaḥ 
[210,iv_210,v]	trīṇi ca rūpāṇi santi tatas viśeṣa jñāpana artham āha kayoḥ dvayoḥ iti 
[210,vi_211,i]	viśiṣṭe rūpe darśayati sa pakṣe sattvasya asapakṣe ca asattvasya viparyaya siddhau iti sambandhaḥ kṛtaka tvam iti svabhāva hetuḥ prayatna ānantarīyaka tva miti kārya hetuḥ prayatna anantarīyaka śabdena hi prayatna anantaram janma jñānam ca prayatna ānantarīyakam ucyate janma jāyamānasya svabhāvaḥ jñānam jñeyasya kāryam tat iha prayatna anantaram jñānam gṛhyate tena kārya hetuḥ etau hetū nitya tve sādhye viruddhau hetvābhāsau 
[211,ii_211,iii]	kasmāt punar etau viruddhau iti āha anayoḥ iti sa pakṣe hi nitye kataka tva prayatna ānantarīyaka tvayoḥ asattvam eva niścitam anitye vipakṣe eva sattvam niścitam iti viparyaya siddhiḥ 
[211,iv_211,v]	kasmāt punar viparyaya siddhau api etau viruddhau iti āha etau ca sādhyasya nitya tvasya viparyayam anitya tvam sādhayataḥ tatas sādhya viparyaya sādhanāt viruddhau 
[211,vi_211,vii]	yadi sādhya viparyaya sādhanāt viruddhau etau uktam ca para artha anumāne sādhyam na tu anuktam iṣṭam ca anuktam atas anyaḥ iṣṭa vighāta kṛt ābhyām iti darśayan āha nanu ca tṛtīyaḥ api viruddhaḥ uktaḥ ukta viparyaya sādhanau dvau tṛtīyaḥ ayam iṣṭasya śabdena anupāttasya vighātam karoti viparyaya sādhanāt iti iṣṭa vighāta kṛt 
[211,viii_212,i]	tam udāharati yathā iti cakṣuḥ ādayaḥ iti dharmī paraḥ arthaḥ prayojanam para arthaḥ prayojakaḥ saṃskārya upakarttavyaḥ yeṣām te para arthāḥ iti sādhyam saṃghāta tvāt sañcita rūpa tvāt iti hetuḥ cakṣuḥ ādayaḥ hi paramāṇu sañciti rūpāḥ tatas saṃghāta rūpāḥ ucyante śayanam āsanam ca ādiryasya tat śayana āsana ādi tat eva aṅgam puruṣa upabhoga aṅga tvāt ayam vyāpti pradarśana viṣayaḥ dṛṣṭāntaḥ atra hi pārārthyena saṃhata tvam vyāptam yatas śayana āsana ādayaḥ saṃghāta rūpāḥ puruṣasya bhoginaḥ bhavanti upakārakāḥ iti para arthāḥ ucyante 
[212,ii_212,iv]	katham ayam iṣṭa vighāta kṛt iti āha tad iṣṭa asaṃhata pārārthya viparyaya sādhanāt iti asaṃhate viṣaye pārārthyam asaṃhata pārārthyam tasya sāṃkhyasya vādinaḥ iṣṭam asaṃhata pārārthyam tat iṣṭa asaṃhata pārāthyaṃm tasya viparyayaḥ saṃhata pārārthyam nāma tasya sādhanāt viruddhaḥ ātmā asti iti bruvāṇaḥ sāṃkhyaḥ kutas etat iti paryanuyuktaḥ bauddhena idam ātmanaḥ siddhaye pramāṇam āha tasmāt asaṃhatasya ātmanaḥ upakāraka tvam sādhyam cakṣuḥ ādīnām ayam tu hetuḥ viparyaya vyāptaḥ yasmāt yaḥ yasya upakārakaḥ sa tasya janakaḥ janyamānaḥ ca yugapad krameṇa vā bhavati saṃhataḥ tasmāt para arthāḥ cakṣuḥ ādayaḥ saṃhata para arthāḥ iti siddham 
[213,i]	ayam ca viruddhaḥ ācārya diś nāgena uktaḥ 
[213,ii_213,iii]	sa kasmāt vārttikakāreṇa satā tvayā na uktaḥ itaraḥ āha anayoḥ eva sādhya viparyaya sādhanayoḥ antar bhāvāt 
[213,iv_213,v]	nanu ca ukta viparyapam na sādhayati tat katham ukta viparyaya sādhanayoḥ eva antarbhāvaḥ iti āha na hi ayam iti hi iti yasmāt arthe yasmāt ayam iṣṭa vidhāta kṛdābhyām hetubhyām sādhya viparyayasya sādhana tvena na bhidyate yathā tau sādhya viparyaya sādhanau tathā ayam api iti ukta viparyayam tu sādhayatu vā mā vā kim ukta viparyaya sādhanena tasmāt anayoḥ eva antarbhāvaḥ 
[213,vi_213,viii]	nanu ca uktam eva sādhyam tat katham sādhya viparyaya sādhana tvena abhedaḥ iti āha na hi iti yasmāt iṣṭa uktayoḥ parasparasmāt sādhya tvena na kaścid viśeṣaḥ bhedaḥ iti tasmāt anayoḥ eva antarbhāvaḥ iti upasaṃhāraḥ prativādinaḥ hi yat jijñāsitam tat prakaraṇa āpannam yat ca prakaraṇa āpannam tat sādhana icchayā viṣayīkṛtam sādhyam iṣṭam uktam anuktam vā na tu ukta mātram eva sādhyam tena aviśeṣaḥ iti 
[213,ix_213,x]	dvayoḥ rūpayoḥ rviparyaya siddhau viruddhaḥ uktaḥ tayoḥ tu dvayoḥ madhye ekasya asiddhau aparasya ca sandehe anaikāntikaḥ 
[214,i_214,ii]	kīdṛśaḥ asau iti āha yathā iti vigataḥ rāgaḥ yasya sa vīta rāgaḥ iti ekam sādhyam sarvajñaḥ vā iti dvitīyam vaktṛ tvāt iti hetuḥ vyatirekaḥ atra asiddhaḥ iti sva ātmani eva sa rāge ca asarva jñe ca vipakṣe vaktṛ tvam dṛṣṭam atas asiddhaḥ vyatirekaḥ sandigdhaḥ anvayaḥ 
[214,iii_214,iv]	kutas iti āha sa pakṣa bhūtayoḥ sarvajña vīta rāgayoḥ viprakarṣāt iti ati indriya tvāt vacana ādeḥ indriya gamyasya api tatra atīndriyayoḥ sarvajña tvavī tarāgayoḥ sattvam asat tvam vā sandigdham tatas ca na jñāyate kim baktṛ tvāt sarvaṃjñaḥ uta na iti anaikāntikam iti 
[214,v_214,vi]	samprati dvayoḥ eva sandehe anaikāntikam vaktum āha anayoḥ eva anvaya vyatireka rūpayoḥ sandehāt saṃśaya hetuḥ 
[214,vii_214,ix]	udāharaṇam yathā iti saha ātmanā varttaṃte sa ātmakam iti sādhyam śarīram iti dharmī jīvat grahaṇam dharmi viśeṣaṇam mṛte hi ātmānam na icchati prāṇāḥ śvāsa ādayaḥ ādiḥ yasya unmeṣa nimeṣa ādeḥ prāṇi dharmasya sa prāṇa ādiḥ sa yasya asti tat prāṇa ādimat jīvat śarīram tasya bhāvaḥ tattvam tasmāt iti eṣa hetuḥ 
[215,i^1]	ayam asādhāraṇaḥ saṃśaya hetuḥ upapādayitavyaḥ pakṣa dharmasya ca dvābhyām kāraṇābhyām saṃśaya hetutvam saṃśaya viṣayau yāvākārau tābhyām sarvasya vastunaḥ saṃgrahāt tayoḥ ca vyāpakayoḥ ākārayoḥ ekatra api vṛtti aniścayāt yābhyām hi ākārābhyām sarvam vastu na saṃgṛhyate tayoḥ ākārayoḥ na saṃśayaḥ prakāra antara sambhave hi pakṣa dharmaḥ dharmiṇam aviyuktam dvayoḥ ekena dharmeṇa darśayitum na śaknuyāt atas na saṃśaya hetuḥ syāt dvayoḥ dharmayoḥ aniyatam bhāvam darśayan saṃśaya hetuḥ dvayoḥ tu aniyatam api bhāvam darśayitum aśaktaḥ apratipatti hetuḥ niyatam tu bhāvam darśayan samyak hetuḥ viruddhaḥ vā syāt tasmāt yābhyām sarvam vastu saṃgṛhyate tayoḥ saṃśaya hetuḥ yadi tayoḥ ekatra api sadbhāva niścayaḥ na syāt sadbhāva niścaye tu yadi ekatra niyata sattā niścayaḥ hetuḥ viruddhaḥ vā syāt aniyata sattā niścaye tu sādhāraṇā anaikāntikaḥ 
[215,i^2_216,i]	sandigdha vipakṣa vyāvṛttikaḥ sandigdha anvayaḥ asiddha vyatirekaḥ vā syāt ekatra api tu vṛtti aniścayāt asādhāraṇa anaikāntikaḥ bhavati tatas asādhāraṇa anaikāntikasya anaikāntika tve hetu dvayam darśayitum āha ) na hi iti saha ātmanā varttate sa ātmakaḥ niṣkrāntaḥ ātmā yasmāt sa nirātmakaḥ tābhyām yasmāt na anyaḥ rāśiḥ asti kiṃbhūtaḥ yatra ayam vastu dharmaḥ prāṇādiḥ vartteta tasmāt ayam tayoḥ bhavati saṃśaya hetuḥ 
[216,ii_216,iii]	kasmāt anya rāśya bhāvaḥ iti āha ātmanaḥ vṛttiḥ sadbhāvaḥ vyavacchedaḥ abhāvaḥ tābhyām sarvasya vastunaḥ saṃgrahāt kroḍīkaraṇāt yatra hi ātmā asti tat sa ātmakam anyat nirātmakam tatas na anyaḥ rāśiḥ asti iti saṃśaya hetutva kāraṇam 
[217,i_217,ii]	prakārābhyām sarva vastu saṅgraham pratipādya dvitīyam āha na api anayoḥ sa ātmakān ātmakayoḥ madhye ekatra sa ātmake anātmake vā vṛtteḥ sadbhāvasya niścayaḥ asti dvau api rāśī tyaktvā na varttate prāṇa ādiḥ vastu dharma tvāt tatas ca anayoḥ eva varttate iti etāvat eva jñātam viśeṣe tu vṛtti niścayaḥ na asti iti ayam arthaḥ 
[217,iii_217,v]	tat āha sa ātmaka tvenā anātmaka tvena vā viśeṣeṇa yukte prasiddhe niścite vastuni prāṇa ādeḥ dharmasya sarva vastu vyāpinoḥ prakārayoḥ ekatra niyata sadbhāvasya asiddheḥ anaikāntikaḥ aniścita tvāt tat evam asādhāraṇasya dharmasya anaikāntika tve kāraṇa dvayam abhihitam 
[218,i_218,iii]	pakṣa dharmaḥ ca bhavan sarvaḥ sādhāraṇaḥ asādhāraṇaḥ vā bhavati anaikāntikaḥ tasmāt upasaṃhāra vyājena pakṣa dharma tvam darśayati tasmāt ityādinā jīvat śarīrasya sambandhī pakṣa dharmaḥ iti arthaḥ yasmāt tayoḥ ekatra api na nivṛtti niścayaḥ tasmāt tābhyām na vyatiricyate vastu dhame hi sarva vastu vyāpinoḥ prakārayoḥ ekatra niyata sadbhāvaḥ niścitaḥ prakāra antarāt nivartteta atas eva āha sa ātmakādana ātmakāt ca sarvasmāt vastunaḥ vyāvṛtta tvena asiddha īrita prāṇa ādiḥ tāvat kutaścid ghaṭa ādeḥ nivṛttaḥ eva tatas etāvat avasātum śakyam sa ātmakāt ana ātmakāt vā kiyataḥ nivṛttaḥ sarvasmāt tu nivṛttaḥ na avasīyate tatas na kutaścid vyatirekaḥ 
[219,i_219,ii]	yadi evam anvayaḥ astu tayoḥ niścitaḥ iti āha na tatra sa ātmake anātmake vā arthenveti anvayavān prāṇa ādiḥ 
[219,iii_219,iv]	kutas iti āha eka ātmani api iti eka ātmani sa ātmake anātmake vā asiddheḥ kāraṇāt vastu dharma tayā tayoḥ dvayoḥ ekatra vā varttate iti avasitaḥ prāṇa ādiḥ na tu sa ātmakaḥ eva nirātmakaḥ eva vā varttate iti kutas anvaya niścayaḥ 
[219,v_220,i]	nanu ca prativādinaḥ na kiñcat sa ātmakam asti tatas asya hetoḥ na sa ātmake anvayaḥ na vyatirekaḥ iti anvaya vyatirekayoḥ abhāva niścayaḥ sa ātmake na tu sadbhāva saṃśayaḥ iti āśaṅkya āha na api sa ātmakāt vastunaḥ tasya prāṇa ādeḥ anvaya vyatirekayoḥ abhāva niścayaḥ na api ca nirātmakāt sa ātmakādana ātmakāt iti ca pañcamī vyatireka śabda apekṣayā draṣṭavyā 
[220,ii_220,iii]	katham anvaya vyatirekayoḥ na abhāva niścayaḥ iti āha ekasya anvayasya vyatirekasya vā yaḥ abhāva niścayaḥ saḥ aparasya dvitīyasya bhāva niścayana āntarīyakaḥ bhāva niścayasya avyabhicārī tasya bhāvaḥ tattvam tasmāt yatas eka abhāva niścayaḥ aparabhāva niścaya na antarīyakaḥ tasmāt na dvayoḥ ekatra abhāva niścayaḥ 
[220,iv_220,vi]	kasmāt punar ekasya abhāva niścayaḥ apara sadbhāva niścayā avyabhicārī iti āha anvaya vyatirekayoḥ anyonya vyavacheda rūpa tvāt iti anyonyasya vyavacchedaḥ abhāvaḥ saḥ eva rūpam yayoḥ tayoḥ bhāvaḥ tattvam tasmāt kāraṇāt anvaya vyatirekau bhāva abhāvau bhāva abhāvau ca paraspara vyavaccheda rūpau yasya vyavacchedena yat paricchidyate tat tad parihāreṇa vyavasthitam svābhāva vyavacchedena ca bhāvaḥ paricchidyate 
